,Año,Mes,Consumo,Cargo fijo,Cargo variable,Precio servicio electrico,Dias,Contri municipal %,IVA %,Imp Sta Cruz %,Coef,Contribucion,subsidio,Total,Tipo,Contribucion comentario,Unnamed: 16,Precio kWh,Dia,fecha
0,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-31
1,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-30
2,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-29
3,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-28
4,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-27
5,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-26
6,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-25
7,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-24
8,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-23
9,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-22
10,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-21
11,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-20
12,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-19
13,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-18
14,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-17
15,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-16
16,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-15
17,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-14
18,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-13
19,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-12
20,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-11
21,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-10
22,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-09
23,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-08
24,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-07
25,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-06
26,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-05
27,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-04
28,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-03
29,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-12-02
30,2021,12,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,1.0,2021-12-01
31,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-30
32,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-29
33,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-28
34,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-27
35,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-26
36,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-25
37,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-24
38,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-23
39,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-22
40,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-21
41,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-20
42,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-19
43,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-18
44,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-17
45,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-16
46,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-15
47,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-14
48,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-13
49,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-12
50,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-11
51,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-10
52,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-09
53,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-08
54,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-07
55,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-06
56,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-05
57,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-04
58,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-03
59,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-11-02
60,2021,11,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,1.0,2021-11-01
61,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-31
62,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-30
63,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-29
64,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-28
65,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-27
66,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-26
67,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-25
68,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-24
69,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-23
70,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-22
71,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-21
72,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-20
73,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-19
74,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-18
75,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-17
76,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-16
77,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-15
78,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-14
79,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-13
80,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-12
81,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-11
82,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-10
83,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-09
84,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-08
85,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-07
86,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-06
87,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-05
88,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-04
89,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-03
90,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-10-02
91,2021,10,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,1.0,2021-10-01
92,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-30
93,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-29
94,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-28
95,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-27
96,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-26
97,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-25
98,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-24
99,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-23
100,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-22
101,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-21
102,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-20
103,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-19
104,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-18
105,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-17
106,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-16
107,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-15
108,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-14
109,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-13
110,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-12
111,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-11
112,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-10
113,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-09
114,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-08
115,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-07
116,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-06
117,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-05
118,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-04
119,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-03
120,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-09-02
121,2021,9,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,1.0,2021-09-01
122,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-31
123,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-30
124,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-29
125,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-28
126,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-27
127,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-26
128,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-25
129,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-24
130,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-23
131,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-22
132,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-21
133,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-20
134,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-19
135,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-18
136,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-17
137,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-16
138,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-15
139,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-14
140,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-13
141,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-12
142,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-11
143,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-10
144,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-09
145,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-08
146,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-07
147,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-06
148,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-05
149,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-04
150,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-03
151,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-08-02
152,2021,8,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,1.0,2021-08-01
153,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-31
154,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-30
155,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-29
156,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-28
157,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-27
158,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-26
159,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-25
160,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-24
161,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-23
162,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-22
163,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-21
164,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-20
165,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-19
166,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-18
167,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-17
168,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-16
169,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-15
170,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-14
171,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-13
172,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-12
173,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-11
174,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-10
175,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-09
176,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-08
177,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-07
178,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-06
179,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-05
180,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-04
181,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-03
182,,,222.0,54.09,331.36,385.45,59.0,6.383,21.0,0.0,,,0,490.9977735,,,,,,2021-07-02
183,2021,7,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,1.0,2021-07-01
184,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-30
185,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-29
186,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-28
187,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-27
188,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-26
189,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-25
190,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-24
191,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-23
192,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-22
193,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-21
194,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-20
195,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-19
196,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-18
197,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-17
198,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-16
199,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-15
200,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-14
201,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-13
202,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-12
203,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-11
204,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-10
205,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-09
206,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-08
207,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-07
208,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-06
209,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-05
210,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-04
211,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-03
212,,,172.0,57.49,265.9,323.39,63.0,6.383,21.0,0.0,,,0,411.9438837,,,,,,2021-06-02
213,2021,6,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,1.0,2021-06-01
214,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-31
215,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-30
216,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-29
217,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-28
218,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-27
219,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-26
220,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-25
221,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-24
222,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-23
223,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-22
224,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-21
225,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-20
226,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-19
227,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-18
228,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-17
229,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-16
230,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-15
231,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-14
232,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-13
233,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-12
234,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-11
235,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-10
236,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-09
237,,,172.0,44.17,243.98,288.15,63.0,6.383,21.0,0.0,,,0,367.0541145,,,,,,2021-05-08
