,Fecha,T_mean
1637,2009-06-26,7.5
1638,2009-06-27,8.48
1639,2009-06-28,9.71
1640,2009-06-29,11.21
1641,2009-06-30,8.83
1642,2009-07-01,9.01
1643,2009-07-02,7.71
1644,2009-07-03,9.18
1645,2009-07-04,10.94
1646,2009-07-05,13.94
1647,2009-07-06,14.23
1648,2009-07-07,12.29
1649,2009-07-08,5.78
1650,2009-07-09,5.51
1651,2009-07-10,6.51
1652,2009-07-11,5.69
1653,2009-07-12,8.16
1654,2009-07-13,7.48
1655,2009-07-14,5.96
1656,2009-07-15,7.84
1657,2009-07-16,8.37
1658,2009-07-17,8.71
1659,2009-07-18,10.85
1660,2009-07-19,12.51
1661,2009-07-20,11.68
1662,2009-07-21,11.26
1663,2009-07-22,4.91
1664,2009-07-23,3.7
1665,2009-07-24,4.26
1666,2009-07-25,5.92
1667,2009-07-26,5.39
1668,2009-07-27,6.86
1669,2009-07-28,5.59
1670,2009-07-29,5.09
1671,2009-07-30,4.76
1672,2009-07-31,4.55
1673,2009-08-01,5.37
1674,2009-08-02,8.23
1675,2009-08-03,9.58
1676,2009-08-04,11.62
1677,2009-08-05,12.3
1678,2009-08-06,8.15
1679,2009-08-07,8.67
1680,2009-08-08,9.03
1681,2009-08-09,8.85
1682,2009-08-10,10.19
1683,2009-08-11,11.53
1684,2009-08-12,13.88
1685,2009-08-13,12.13
1686,2009-08-14,17.12
1687,2009-08-15,19.22
1688,2009-08-16,9.56
1689,2009-08-17,9.52
1690,2009-08-18,10.65
1691,2009-08-19,9.37
1692,2009-08-20,8.75
1693,2009-08-21,9.63
1694,2009-08-22,11.75
1695,2009-08-23,12.29
1696,2009-08-24,13.24
1697,2009-08-25,16.62
1698,2009-08-26,18.58
1699,2009-08-27,19.38
1700,2009-08-28,18.94
1701,2009-08-29,21.56
1702,2009-08-30,21.3
1703,2009-08-31,13.03
1704,2009-09-01,12.05
1705,2009-09-02,13.44
1706,2009-09-03,12.45
1707,2009-09-04,11.9
1708,2009-09-05,13.65
1709,2009-09-06,15.55
1710,2009-09-07,12.83
1711,2009-09-08,8.55
1712,2009-09-09,8.01
1713,2009-09-10,10.16
1714,2009-09-11,9.97
1715,2009-09-12,11.54
1716,2009-09-13,12.68
1717,2009-09-14,14.94
1718,2009-09-15,15.42
1719,2009-09-16,15.21
1720,2009-09-17,12.24
1721,2009-09-18,12.19
1722,2009-09-19,11.56
1723,2009-09-20,11.98
1724,2009-09-21,14.28
1725,2009-09-22,10.33
1726,2009-09-23,7.87
1727,2009-09-24,10.33
1728,2009-09-25,12.41
1729,2009-09-26,14.51
1730,2009-09-27,8.92
1731,2009-09-28,7.0
1732,2009-09-29,8.1
1733,2009-09-30,9.95
1734,2009-10-01,12.62
1735,2009-10-02,14.33
1736,2009-10-03,15.28
1737,2009-10-04,16.58
1738,2009-10-05,18.44
1739,2009-10-06,12.29
1740,2009-10-07,10.8
1741,2009-10-08,12.77
1742,2009-10-09,14.25
1743,2009-10-10,17.8
1744,2009-10-11,14.65
1745,2009-10-12,13.3
1746,2009-10-13,16.66
1747,2009-10-14,9.48
1748,2009-10-15,12.12
1749,2009-10-16,13.74
1750,2009-10-17,14.9
1751,2009-10-18,15.64
1752,2009-10-19,16.26
1753,2009-10-20,18.24
1754,2009-10-21,12.92
1755,2009-10-22,15.64
1756,2009-10-23,19.8
1757,2009-10-24,13.65
1758,2009-10-25,15.75
1759,2009-10-26,12.41
1760,2009-10-27,15.78
1761,2009-10-28,19.37
1762,2009-10-29,22.69
1763,2009-10-30,23.13
1764,2009-10-31,17.72
1765,2009-11-01,18.29
1766,2009-11-02,21.05
1767,2009-11-03,17.4
1768,2009-11-04,17.4
1769,2009-11-05,18.98
1770,2009-11-06,19.94
1771,2009-11-07,14.96
1772,2009-11-08,16.9
1773,2009-11-09,17.39
1774,2009-11-10,15.98
1775,2009-11-11,19.49
1776,2009-11-12,22.15
1777,2009-11-13,23.66
1778,2009-11-14,20.39
1779,2009-11-15,20.78
1780,2009-11-16,22.15
1781,2009-11-17,23.64
1782,2009-11-18,20.1
1783,2009-11-19,20.63
1784,2009-11-20,20.48
1785,2009-11-21,18.82
1786,2009-11-22,22.2
1787,2009-11-23,21.76
1788,2009-11-24,21.22
1789,2009-11-25,23.17
1790,2009-11-26,21.75
1791,2009-11-27,20.08
1792,2009-11-28,20.73
1793,2009-11-29,21.14
1794,2009-11-30,18.46
1795,2009-12-01,21.33
1796,2009-12-02,21.46
1797,2009-12-03,15.1
1798,2009-12-04,17.07
1799,2009-12-05,17.71
1800,2009-12-06,17.4
1801,2009-12-07,16.29
1802,2009-12-08,19.54
1803,2009-12-09,21.65
1804,2009-12-10,23.92
1805,2009-12-11,21.27
1806,2009-12-12,19.18
1807,2009-12-13,19.69
1808,2009-12-14,22.65
1809,2009-12-15,21.44
1810,2009-12-16,20.37
1811,2009-12-17,21.9
1812,2009-12-18,24.19
1813,2009-12-19,25.37
1814,2009-12-20,21.84
1815,2009-12-21,22.07
1816,2009-12-22,24.88
1817,2009-12-23,24.55
1818,2009-12-24,23.72
1819,2009-12-25,21.8
1820,2009-12-26,22.48
1821,2009-12-27,23.6
1822,2009-12-28,23.54
1823,2009-12-29,23.51
1824,2009-12-30,21.04
1825,2009-12-31,20.61
1826,2010-01-01,22.62
1827,2010-01-02,24.4
1828,2010-01-03,26.02
1829,2010-01-04,24.55
1830,2010-01-05,26.32
1831,2010-01-06,22.3
1832,2010-01-07,21.08
1833,2010-01-08,22.99
1834,2010-01-09,26.34
1835,2010-01-10,27.15
1836,2010-01-11,25.3
1837,2010-01-12,21.15
1838,2010-01-13,21.14
1839,2010-01-14,23.13
1840,2010-01-15,24.93
1841,2010-01-16,22.67
1842,2010-01-17,26.68
1843,2010-01-18,27.28
1844,2010-01-19,22.57
1845,2010-01-20,22.94
1846,2010-01-21,26.3
1847,2010-01-22,25.44
1848,2010-01-23,24.95
1849,2010-01-24,25.63
1850,2010-01-25,26.99
1851,2010-01-26,26.77
1852,2010-01-27,26.8
1853,2010-01-28,27.48
1854,2010-01-29,28.05
1855,2010-01-30,24.09
1856,2010-01-31,22.9
1857,2010-02-01,26.82
1858,2010-02-02,27.61
1859,2010-02-03,26.22
1860,2010-02-04,21.87
1861,2010-02-05,22.42
1862,2010-02-06,24.15
1863,2010-02-07,25.23
1864,2010-02-08,21.6
1865,2010-02-09,23.62
1866,2010-02-10,24.04
1867,2010-02-11,25.63
1868,2010-02-12,25.61
1869,2010-02-13,26.74
1870,2010-02-14,19.68
1871,2010-02-15,22.56
1872,2010-02-16,20.56
1873,2010-02-17,21.59
1874,2010-02-18,23.93
1875,2010-02-19,25.11
1876,2010-02-20,19.75
1877,2010-02-21,21.8
1878,2010-02-22,23.9
1879,2010-02-23,20.08
1880,2010-02-24,16.82
1881,2010-02-25,16.23
1882,2010-02-26,18.14
1883,2010-02-27,20.71
1884,2010-02-28,20.59
1885,2010-03-01,21.76
1886,2010-03-02,23.16
1887,2010-03-03,23.74
1888,2010-03-04,24.42
1889,2010-03-05,21.91
1890,2010-03-06,22.13
1891,2010-03-07,22.5
1892,2010-03-08,22.48
1893,2010-03-09,24.01
1894,2010-03-10,22.89
1895,2010-03-11,20.83
1896,2010-03-12,18.55
1897,2010-03-13,22.0
1898,2010-03-14,18.15
1899,2010-03-15,15.62
1900,2010-03-16,16.42
1901,2010-03-17,21.4
1902,2010-03-18,21.65
1903,2010-03-19,22.94
1904,2010-03-20,19.87
1905,2010-03-21,19.5
1906,2010-03-22,18.1
1907,2010-03-23,18.56
1908,2010-03-24,18.35
1909,2010-03-25,18.12
1910,2010-03-26,18.83
1911,2010-03-27,20.95
1912,2010-03-28,21.79
1913,2010-03-29,21.6
1914,2010-03-30,22.55
1915,2010-03-31,23.91
1916,2010-04-01,21.58
1917,2010-04-02,19.56
1918,2010-04-03,16.09
1919,2010-04-04,13.4
1920,2010-04-05,13.76
1921,2010-04-06,15.9
1922,2010-04-07,16.88
1923,2010-04-08,17.05
1924,2010-04-09,18.22
1925,2010-04-10,18.53
1926,2010-04-11,20.12
1927,2010-04-12,20.73
1928,2010-04-13,19.09
1929,2010-04-14,13.19
1930,2010-04-15,12.69
1931,2010-04-16,13.96
1932,2010-04-17,16.3
1933,2010-04-18,19.51
1934,2010-04-19,18.3
1935,2010-04-20,15.73
1936,2010-04-21,14.51
1937,2010-04-22,11.48
1938,2010-04-23,9.48
1939,2010-04-24,11.13
1940,2010-04-25,15.04
1941,2010-04-26,12.8
1942,2010-04-27,14.15
1943,2010-04-28,14.47
1944,2010-04-29,13.19
1945,2010-04-30,15.12
1946,2010-05-01,16.98
1947,2010-05-02,16.82
1948,2010-05-03,17.05
1949,2010-05-04,15.0
1950,2010-05-05,15.73
1951,2010-05-06,14.02
1952,2010-05-07,10.26
1953,2010-05-08,11.37
1954,2010-05-09,12.53
1955,2010-05-10,11.12
1956,2010-05-11,13.14
1957,2010-05-12,14.04
1958,2010-05-13,14.89
1959,2010-05-14,16.53
1960,2010-05-15,13.33
1961,2010-05-16,8.97
1962,2010-05-17,10.55
1963,2010-05-18,12.97
1964,2010-05-19,14.82
1965,2010-05-20,15.61
1966,2010-05-21,17.2
1967,2010-05-22,18.26
1968,2010-05-23,17.31
1969,2010-05-24,16.23
1970,2010-05-25,13.14
1971,2010-05-26,13.24
1972,2010-05-27,15.27
1973,2010-05-28,16.0
1974,2010-05-29,15.44
1975,2010-05-30,11.65
1976,2010-05-31,8.07
1977,2010-06-01,10.13
1978,2010-06-02,11.76
1979,2010-06-03,13.37
1980,2010-06-04,11.08
1981,2010-06-05,10.99
1982,2010-06-06,12.15
1983,2010-06-07,10.19
1984,2010-06-08,8.14
1985,2010-06-09,7.41
1986,2010-06-10,10.42
1987,2010-06-11,11.68
1988,2010-06-12,12.62
1989,2010-06-13,13.26
1990,2010-06-14,15.03
1991,2010-06-15,11.55
1992,2010-06-16,10.4
1993,2010-06-17,9.65
1994,2010-06-18,10.94
1995,2010-06-19,9.64
1996,2010-06-20,8.17
1997,2010-06-21,4.17
1998,2010-06-22,9.23
1999,2010-06-23,12.43
2000,2010-06-24,9.99
2001,2010-06-25,8.94
2002,2010-06-26,10.23
2003,2010-06-27,9.79
2004,2010-06-28,7.65
2005,2010-06-29,8.51
2006,2010-06-30,9.76
2007,2010-07-01,13.02
2008,2010-07-02,15.12
2009,2010-07-03,18.38
2010,2010-07-04,19.08
2011,2010-07-05,15.56
2012,2010-07-06,11.87
2013,2010-07-07,9.09
2014,2010-07-08,8.67
2015,2010-07-09,7.27
2016,2010-07-10,8.85
2017,2010-07-11,10.85
2018,2010-07-12,4.37
2019,2010-07-13,4.77
2020,2010-07-14,4.44
2021,2010-07-15,3.76
2022,2010-07-16,3.32
2023,2010-07-17,3.36
2024,2010-07-18,7.87
2025,2010-07-19,8.31
2026,2010-07-20,7.76
2027,2010-07-21,6.93
2028,2010-07-22,4.46
2029,2010-07-23,5.23
2030,2010-07-24,7.12
2031,2010-07-25,7.93
2032,2010-07-26,6.78
2033,2010-07-27,8.52
2034,2010-07-28,9.42
2035,2010-07-29,9.05
2036,2010-07-30,10.02
2037,2010-07-31,7.14
2038,2010-08-01,3.44
2039,2010-08-02,3.44
2040,2010-08-03,3.59
2041,2010-08-04,3.8
2042,2010-08-05,6.65
2043,2010-08-06,8.98
2044,2010-08-07,10.26
2045,2010-08-08,8.22
2046,2010-08-09,8.99
2047,2010-08-10,9.83
2048,2010-08-11,9.15
2049,2010-08-12,9.43
2050,2010-08-13,6.19
2051,2010-08-14,5.76
2052,2010-08-15,6.98
2053,2010-08-16,10.01
2054,2010-08-17,11.99
2055,2010-08-18,13.15
2056,2010-08-19,11.53
2057,2010-08-20,9.73
2058,2010-08-21,13.56
2059,2010-08-22,15.49
2060,2010-08-23,14.43
2061,2010-08-24,11.83
2062,2010-08-25,10.62
2063,2010-08-26,11.14
2064,2010-08-27,13.4
2065,2010-08-28,15.23
2066,2010-08-29,9.8
2067,2010-08-30,9.78
2068,2010-08-31,13.44
2069,2010-09-01,9.25
2070,2010-09-02,9.87
2071,2010-09-03,12.31
2072,2010-09-04,10.41
2073,2010-09-05,10.51
2074,2010-09-06,13.69
2075,2010-09-07,13.8
2076,2010-09-08,13.92
2077,2010-09-09,15.65
2078,2010-09-10,17.74
2079,2010-09-11,12.81
2080,2010-09-12,11.36
2081,2010-09-13,11.11
2082,2010-09-14,11.68
2083,2010-09-15,13.01
2084,2010-09-16,13.26
2085,2010-09-17,9.22
2086,2010-09-18,10.57
2087,2010-09-19,13.76
2088,2010-09-20,16.31
2089,2010-09-21,15.79
2090,2010-09-22,14.42
2091,2010-09-23,11.69
2092,2010-09-24,11.41
2093,2010-09-25,13.42
2094,2010-09-26,14.87
2095,2010-09-27,15.21
2096,2010-09-28,14.87
2097,2010-09-29,12.62
2098,2010-09-30,12.08
2099,2010-10-01,9.12
2100,2010-10-02,11.15
2101,2010-10-03,13.07
2102,2010-10-04,14.98
2103,2010-10-05,15.82
2104,2010-10-06,17.56
2105,2010-10-07,14.76
2106,2010-10-08,13.84
2107,2010-10-09,14.57
2108,2010-10-10,14.93
2109,2010-10-11,15.51
2110,2010-10-12,16.14
2111,2010-10-13,17.33
2112,2010-10-14,15.58
2113,2010-10-15,14.08
2114,2010-10-16,13.54
2115,2010-10-17,11.89
2116,2010-10-18,13.97
2117,2010-10-19,17.44
2118,2010-10-20,19.44
2119,2010-10-21,20.59
2120,2010-10-22,14.44
2121,2010-10-23,13.24
2122,2010-10-24,14.58
2123,2010-10-25,15.78
2124,2010-10-26,16.29
2125,2010-10-27,15.08
2126,2010-10-28,16.98
2127,2010-10-29,16.18
2128,2010-10-30,13.77
2129,2010-10-31,14.96
2130,2010-11-01,16.9
2131,2010-11-02,18.47
2132,2010-11-03,20.97
2133,2010-11-04,17.78
2134,2010-11-05,18.11
2135,2010-11-06,19.09
2136,2010-11-07,23.9
2137,2010-11-08,15.14
2138,2010-11-09,14.55
2139,2010-11-10,13.15
2140,2010-11-11,15.37
2141,2010-11-12,16.05
2142,2010-11-13,17.4
2143,2010-11-14,18.12
2144,2010-11-15,17.4
2145,2010-11-16,16.65
2146,2010-11-17,17.25
2147,2010-11-18,19.09
2148,2010-11-19,21.72
2149,2010-11-20,22.54
2150,2010-11-21,22.69
2151,2010-11-22,20.44
2152,2010-11-23,20.73
2153,2010-11-24,22.52
2154,2010-11-25,23.54
2155,2010-11-26,25.05
2156,2010-11-27,20.93
2157,2010-11-28,16.4
2158,2010-11-29,19.79
2159,2010-11-30,22.73
2160,2010-12-01,24.83
2161,2010-12-02,21.78
2162,2010-12-03,20.19
2163,2010-12-04,21.27
2164,2010-12-05,20.33
2165,2010-12-06,23.76
2166,2010-12-07,25.05
2167,2010-12-08,21.49
2168,2010-12-09,22.44
2169,2010-12-10,21.95
2170,2010-12-11,20.93
2171,2010-12-12,15.94
2172,2010-12-13,19.15
2173,2010-12-14,23.11
2174,2010-12-15,24.49
2175,2010-12-16,24.87
2176,2010-12-17,26.89
2177,2010-12-18,18.98
2178,2010-12-19,21.33
2179,2010-12-20,25.26
2180,2010-12-21,26.9
2181,2010-12-22,27.89
2182,2010-12-23,28.01
2183,2010-12-24,26.83
2184,2010-12-25,27.57
2185,2010-12-26,26.7
2186,2010-12-27,28.61
2187,2010-12-28,28.32
2188,2010-12-29,26.17
2189,2010-12-30,25.44
2190,2010-12-31,25.08
2191,2011-01-01,24.89
2192,2011-01-02,25.13
2193,2011-01-03,24.15
2194,2011-01-04,24.1
2195,2011-01-05,24.98
2196,2011-01-06,24.12
2197,2011-01-07,25.8
2198,2011-01-08,26.02
2199,2011-01-09,24.01
2200,2011-01-10,23.9
2201,2011-01-11,22.91
2202,2011-01-12,23.23
2203,2011-01-13,24.23
2204,2011-01-14,24.79
2205,2011-01-15,24.79
2206,2011-01-16,24.27
2207,2011-01-17,20.97
2208,2011-01-18,23.3
2209,2011-01-19,22.22
2210,2011-01-20,20.41
2211,2011-01-21,22.01
2212,2011-01-22,23.64
2213,2011-01-23,25.76
2214,2011-01-24,26.44
2215,2011-01-25,27.51
2216,2011-01-26,26.02
2217,2011-01-27,25.26
2218,2011-01-28,26.16
2219,2011-01-29,23.91
2220,2011-01-30,26.15
2221,2011-01-31,24.19
2222,2011-02-01,19.79
2223,2011-02-02,22.18
2224,2011-02-03,25.62
2225,2011-02-04,22.12
2226,2011-02-05,23.87
2227,2011-02-06,19.32
2228,2011-02-07,21.48
2229,2011-02-08,20.37
2230,2011-02-09,21.19
2231,2011-02-10,21.61
2232,2011-02-11,22.17
2233,2011-02-12,22.28
2234,2011-02-13,24.46
2235,2011-02-14,22.16
2236,2011-02-15,23.8
2237,2011-02-16,24.34
2238,2011-02-17,26.17
2239,2011-02-18,24.2
2240,2011-02-19,23.19
2241,2011-02-20,23.0
2242,2011-02-21,23.08
2243,2011-02-22,23.46
2244,2011-02-23,21.72
2245,2011-02-24,21.99
2246,2011-02-25,20.4
2247,2011-02-26,21.73
2248,2011-02-27,23.74
2249,2011-02-28,23.02
2250,2011-03-01,22.09
2251,2011-03-02,22.79
2252,2011-03-03,23.62
2253,2011-03-04,23.8
2254,2011-03-05,23.01
2255,2011-03-06,23.21
2256,2011-03-07,24.48
2257,2011-03-08,25.73
2258,2011-03-09,25.98
2259,2011-03-10,25.42
2260,2011-03-11,25.91
2261,2011-03-12,24.14
2262,2011-03-13,15.58
2263,2011-03-14,16.27
2264,2011-03-15,18.49
2265,2011-03-16,21.8
2266,2011-03-17,22.11
2267,2011-03-18,17.57
2268,2011-03-19,18.31
2269,2011-03-20,20.98
2270,2011-03-21,22.59
2271,2011-03-22,24.72
2272,2011-03-23,16.49
2273,2011-03-24,17.11
2274,2011-03-25,18.26
2275,2011-03-26,18.35
2276,2011-03-27,15.25
2277,2011-03-28,18.22
2278,2011-03-29,18.01
2279,2011-03-30,18.84
2280,2011-03-31,21.29
2281,2011-04-01,21.02
2282,2011-04-02,20.06
2283,2011-04-03,19.53
2284,2011-04-04,15.09
2285,2011-04-05,17.26
2286,2011-04-06,17.37
2287,2011-04-07,17.98
2288,2011-04-08,16.36
2289,2011-04-09,15.98
2290,2011-04-10,18.08
2291,2011-04-11,20.2
2292,2011-04-12,21.65
2293,2011-04-13,21.93
2294,2011-04-14,17.4
2295,2011-04-15,14.7
2296,2011-04-16,16.33
2297,2011-04-17,15.62
2298,2011-04-18,13.81
2299,2011-04-19,15.77
2300,2011-04-20,14.9
2301,2011-04-21,16.04
2302,2011-04-22,17.44
2303,2011-04-23,11.97
2304,2011-04-24,14.18
2305,2011-04-25,14.33
2306,2011-04-26,15.9
2307,2011-04-27,17.7
2308,2011-04-28,17.92
2309,2011-04-29,17.76
2310,2011-04-30,17.52
2311,2011-05-01,12.05
2312,2011-05-02,9.57
2313,2011-05-03,10.54
2314,2011-05-04,13.8
2315,2011-05-05,13.61
2316,2011-05-06,11.12
2317,2011-05-07,14.29
2318,2011-05-08,11.96
2319,2011-05-09,11.17
2320,2011-05-10,14.55
2321,2011-05-11,16.67
2322,2011-05-12,13.63
2323,2011-05-13,15.21
2324,2011-05-14,14.09
2325,2011-05-15,13.02
2326,2011-05-16,12.79
2327,2011-05-17,13.98
2328,2011-05-18,14.33
2329,2011-05-19,14.38
2330,2011-05-20,16.4
2331,2011-05-21,17.51
2332,2011-05-22,14.03
2333,2011-05-23,9.38
2334,2011-05-24,12.12
2335,2011-05-25,11.69
2336,2011-05-26,10.51
2337,2011-05-27,11.43
2338,2011-05-28,11.45
2339,2011-05-29,10.83
2340,2011-05-30,11.94
2341,2011-05-31,13.19
2342,2011-06-01,11.3
2343,2011-06-02,11.69
2344,2011-06-03,8.91
2345,2011-06-04,5.36
2346,2011-06-05,8.38
2347,2011-06-06,10.01
2348,2011-06-07,8.9
2349,2011-06-08,10.11
2350,2011-06-09,10.63
2351,2011-06-10,10.17
2352,2011-06-11,12.98
2353,2011-06-12,12.27
2354,2011-06-13,8.34
2355,2011-06-14,9.42
2356,2011-06-15,12.08
2357,2011-06-16,12.72
2358,2011-06-17,10.51
2359,2011-06-18,12.8
2360,2011-06-19,14.72
2361,2011-06-20,10.07
2362,2011-06-21,8.83
2363,2011-06-22,9.4
2364,2011-06-23,9.64
2365,2011-06-24,7.46
2366,2011-06-25,6.67
2367,2011-06-26,4.15
2368,2011-06-27,5.12
2369,2011-06-28,5.33
2370,2011-06-29,8.33
2371,2011-06-30,6.84
2372,2011-07-01,2.33
2373,2011-07-02,3.01
2374,2011-07-03,2.51
2375,2011-07-04,3.4
2376,2011-07-05,3.62
2377,2011-07-06,4.5
2378,2011-07-07,5.32
2379,2011-07-08,7.23
2380,2011-07-09,9.3
2381,2011-07-10,9.16
2382,2011-07-11,11.82
2383,2011-07-12,13.2
2384,2011-07-13,8.8
2385,2011-07-14,10.49
2386,2011-07-15,12.56
2387,2011-07-16,8.38
2388,2011-07-17,8.62
2389,2011-07-18,9.89
2390,2011-07-19,7.54
2391,2011-07-20,8.47
2392,2011-07-21,7.63
2393,2011-07-22,8.43
2394,2011-07-23,9.15
2395,2011-07-24,11.2
2396,2011-07-25,15.3
2397,2011-07-26,9.7
2398,2011-07-27,9.86
2399,2011-07-28,11.23
2400,2011-07-29,7.62
2401,2011-07-30,3.54
2402,2011-07-31,3.75
2403,2011-08-01,5.39
2404,2011-08-02,5.6
2405,2011-08-03,7.32
2406,2011-08-04,5.68
2407,2011-08-05,9.63
2408,2011-08-06,9.03
2409,2011-08-07,10.09
2410,2011-08-08,11.7
2411,2011-08-09,13.4
2412,2011-08-10,14.97
2413,2011-08-11,16.35
2414,2011-08-12,14.87
2415,2011-08-13,11.38
2416,2011-08-14,9.58
2417,2011-08-15,10.91
2418,2011-08-16,11.43
2419,2011-08-17,10.85
2420,2011-08-18,12.25
2421,2011-08-19,7.51
2422,2011-08-20,4.7
2423,2011-08-21,4.69
2424,2011-08-22,6.3
2425,2011-08-23,7.67
2426,2011-08-24,11.3
2427,2011-08-25,10.71
2428,2011-08-26,7.98
2429,2011-08-27,10.05
2430,2011-08-28,10.66
2431,2011-08-29,9.79
2432,2011-08-30,9.39
2433,2011-08-31,8.06
2434,2011-09-01,8.58
2435,2011-09-02,11.75
2436,2011-09-03,14.62
2437,2011-09-04,12.42
2438,2011-09-05,10.01
2439,2011-09-06,11.38
2440,2011-09-07,13.31
2441,2011-09-08,13.83
2442,2011-09-09,14.38
2443,2011-09-10,12.83
2444,2011-09-11,10.33
2445,2011-09-12,13.91
2446,2011-09-13,10.43
2447,2011-09-14,11.16
2448,2011-09-15,13.62
2449,2011-09-16,15.98
2450,2011-09-17,13.58
2451,2011-09-18,10.75
2452,2011-09-19,12.55
2453,2011-09-20,14.02
2454,2011-09-21,15.33
2455,2011-09-22,11.65
2456,2011-09-23,10.99
2457,2011-09-24,13.71
2458,2011-09-25,15.8
2459,2011-09-26,18.56
2460,2011-09-27,15.39
2461,2011-09-28,18.33
2462,2011-09-29,17.4
2463,2011-09-30,15.51
2464,2011-10-01,15.38
2465,2011-10-02,13.94
2466,2011-10-03,10.85
2467,2011-10-04,12.98
2468,2011-10-05,15.65
2469,2011-10-06,16.91
2470,2011-10-07,15.3
2471,2011-10-08,17.19
2472,2011-10-09,14.87
2473,2011-10-10,15.55
2474,2011-10-11,15.68
2475,2011-10-12,15.37
2476,2011-10-13,17.66
2477,2011-10-14,15.15
2478,2011-10-15,17.97
2479,2011-10-16,16.81
2480,2011-10-17,13.83
2481,2011-10-18,14.12
2482,2011-10-19,16.49
2483,2011-10-20,18.75
2484,2011-10-21,19.86
2485,2011-10-22,16.46
2486,2011-10-23,15.08
2487,2011-10-24,16.86
2488,2011-10-25,16.35
2489,2011-10-26,13.54
2490,2011-10-27,13.96
2491,2011-10-28,17.67
2492,2011-10-29,16.69
2493,2011-10-30,13.76
2494,2011-10-31,14.85
2495,2011-11-01,17.03
2496,2011-11-02,18.37
2497,2011-11-03,21.39
2498,2011-11-04,21.15
2499,2011-11-05,20.68
2500,2011-11-06,19.08
2501,2011-11-07,21.5
2502,2011-11-08,21.9
2503,2011-11-09,22.12
2504,2011-11-10,16.17
2505,2011-11-11,18.26
2506,2011-11-12,20.73
2507,2011-11-13,20.44
2508,2011-11-14,20.0
2509,2011-11-15,22.23
2510,2011-11-16,23.44
2511,2011-11-17,21.3
2512,2011-11-18,22.57
2513,2011-11-19,25.11
2514,2011-11-20,23.08
2515,2011-11-21,21.9
2516,2011-11-22,19.74
2517,2011-11-23,20.4
2518,2011-11-24,23.58
2519,2011-11-25,25.74
2520,2011-11-26,24.23
2521,2011-11-27,25.9
2522,2011-11-28,27.5
2523,2011-11-29,25.91
2524,2011-11-30,17.01
2525,2011-12-01,17.35
2526,2011-12-02,20.08
2527,2011-12-03,21.19
2528,2011-12-04,21.33
2529,2011-12-05,23.76
2530,2011-12-06,23.89
2531,2011-12-07,24.13
2532,2011-12-08,24.37
2533,2011-12-09,22.88
2534,2011-12-10,24.14
2535,2011-12-11,24.2
2536,2011-12-12,19.83
2537,2011-12-13,19.01
2538,2011-12-14,20.45
2539,2011-12-15,20.09
2540,2011-12-16,18.8
2541,2011-12-17,18.89
2542,2011-12-18,21.33
2543,2011-12-19,23.64
2544,2011-12-20,26.61
2545,2011-12-21,26.67
2546,2011-12-22,25.69
2547,2011-12-23,19.72
2548,2011-12-24,17.62
2549,2011-12-25,19.49
2550,2011-12-26,21.96
2551,2011-12-27,23.32
2552,2011-12-28,23.92
2553,2011-12-29,24.72
2554,2011-12-30,24.69
2555,2011-12-31,23.63
2556,2012-01-01,24.09
2557,2012-01-02,27.1
2558,2012-01-03,23.08
2559,2012-01-04,24.03
2560,2012-01-05,27.8
2561,2012-01-06,27.61
2562,2012-01-07,24.35
2563,2012-01-08,25.83
2564,2012-01-09,30.66
2565,2012-01-10,32.08
2566,2012-01-11,25.01
2567,2012-01-12,22.08
2568,2012-01-13,21.65
2569,2012-01-14,22.44
2570,2012-01-15,24.3
2571,2012-01-16,27.4
2572,2012-01-17,27.11
2573,2012-01-18,26.67
2574,2012-01-19,27.8
2575,2012-01-20,29.12
2576,2012-01-21,28.17
2577,2012-01-22,26.62
2578,2012-01-23,25.77
2579,2012-01-24,24.27
2580,2012-01-25,20.61
2581,2012-01-26,21.84
2582,2012-01-27,23.9
2583,2012-01-28,24.65
2584,2012-01-29,27.04
2585,2012-01-30,28.41
2586,2012-01-31,25.06
2587,2012-02-01,24.83
2588,2012-02-02,24.73
2589,2012-02-03,25.19
2590,2012-02-04,27.38
2591,2012-02-05,24.9
2592,2012-02-06,27.79
2593,2012-02-07,27.65
2594,2012-02-08,24.13
2595,2012-02-09,20.4
2596,2012-02-10,21.11
2597,2012-02-11,22.52
2598,2012-02-12,23.89
2599,2012-02-13,25.11
2600,2012-02-14,26.37
2601,2012-02-15,28.87
2602,2012-02-16,27.02
2603,2012-02-17,27.94
2604,2012-02-18,26.44
2605,2012-02-19,24.29
2606,2012-02-20,23.87
2607,2012-02-21,21.16
2608,2012-02-22,20.58
2609,2012-02-23,20.49
2610,2012-02-24,22.04
2611,2012-02-25,23.03
2612,2012-02-26,20.11
2613,2012-02-27,22.33
2614,2012-02-28,22.68
2615,2012-02-29,19.18
2616,2012-03-01,20.45
2617,2012-03-02,21.7
2618,2012-03-03,23.18
2619,2012-03-04,25.51
2620,2012-03-05,26.4
2621,2012-03-06,23.36
2622,2012-03-07,25.06
2623,2012-03-08,24.19
2624,2012-03-09,23.87
2625,2012-03-10,26.38
2626,2012-03-11,23.99
2627,2012-03-12,24.4
2628,2012-03-13,19.82
2629,2012-03-14,18.28
2630,2012-03-15,17.49
2631,2012-03-16,19.21
2632,2012-03-17,21.11
2633,2012-03-18,22.77
2634,2012-03-19,24.37
2635,2012-03-20,19.15
