,fecha,T_mean,T_max,T_min,longitud,latitud
0,2006-01-01,25.33,32.63,18.87,-58.2813,-34.8115
1,2006-01-02,26.41,33.88,19.71,-58.2813,-34.8115
2,2006-01-03,23.12,29.69,17.77,-58.2813,-34.8115
3,2006-01-04,22.88,30.22,16.19,-58.2813,-34.8115
4,2006-01-05,24.97,30.44,19.61,-58.2813,-34.8115
5,2006-01-06,28.1,36.84,21.87,-58.2813,-34.8115
6,2006-01-07,27.69,37.4,19.87,-58.2813,-34.8115
7,2006-01-08,24.15,28.01,20.84,-58.2813,-34.8115
8,2006-01-09,28.26,35.25,21.51,-58.2813,-34.8115
9,2006-01-10,22.91,27.27,18.29,-58.2813,-34.8115
10,2006-01-11,21.01,23.53,18.47,-58.2813,-34.8115
11,2006-01-12,22.84,28.08,17.69,-58.2813,-34.8115
12,2006-01-13,19.68,24.61,16.08,-58.2813,-34.8115
13,2006-01-14,22.88,26.92,18.37,-58.2813,-34.8115
14,2006-01-15,24.4,28.09,20.35,-58.2813,-34.8115
15,2006-01-16,19.79,23.44,16.17,-58.2813,-34.8115
16,2006-01-17,19.48,24.49,14.48,-58.2813,-34.8115
17,2006-01-18,18.2,22.33,13.25,-58.2813,-34.8115
18,2006-01-19,21.73,26.94,16.62,-58.2813,-34.8115
19,2006-01-20,23.91,29.11,18.4,-58.2813,-34.8115
20,2006-01-21,20.7,25.86,15.65,-58.2813,-34.8115
21,2006-01-22,19.68,25.71,13.3,-58.2813,-34.8115
22,2006-01-23,22.12,26.94,17.05,-58.2813,-34.8115
23,2006-01-24,23.57,27.51,20.3,-58.2813,-34.8115
24,2006-01-25,23.23,28.67,18.44,-58.2813,-34.8115
25,2006-01-26,21.63,27.41,15.37,-58.2813,-34.8115
26,2006-01-27,24.31,30.06,18.73,-58.2813,-34.8115
27,2006-01-28,25.94,32.87,18.83,-58.2813,-34.8115
28,2006-01-29,27.05,34.1,20.08,-58.2813,-34.8115
29,2006-01-30,21.25,27.34,15.98,-58.2813,-34.8115
30,2006-01-31,20.22,25.61,14.84,-58.2813,-34.8115
31,2006-02-01,21.07,26.58,18.56,-58.2813,-34.8115
32,2006-02-02,23.22,28.15,19.33,-58.2813,-34.8115
33,2006-02-03,23.9,28.75,19.06,-58.2813,-34.8115
34,2006-02-04,24.19,27.8,21.41,-58.2813,-34.8115
35,2006-02-05,24.28,30.82,17.36,-58.2813,-34.8115
36,2006-02-06,21.25,28.09,15.04,-58.2813,-34.8115
37,2006-02-07,19.59,25.78,13.12,-58.2813,-34.8115
38,2006-02-08,20.59,26.87,15.72,-58.2813,-34.8115
39,2006-02-09,20.41,25.41,16.19,-58.2813,-34.8115
40,2006-02-10,21.08,26.75,16.37,-58.2813,-34.8115
41,2006-02-11,21.87,27.83,16.58,-58.2813,-34.8115
42,2006-02-12,22.6,28.17,17.09,-58.2813,-34.8115
43,2006-02-13,25.02,31.69,18.35,-58.2813,-34.8115
44,2006-02-14,26.21,32.54,19.31,-58.2813,-34.8115
45,2006-02-15,26.55,33.13,20.73,-58.2813,-34.8115
46,2006-02-16,27.63,34.83,21.73,-58.2813,-34.8115
47,2006-02-17,25.82,33.6,19.42,-58.2813,-34.8115
48,2006-02-18,24.82,32.85,17.44,-58.2813,-34.8115
49,2006-02-19,26.53,33.26,20.87,-58.2813,-34.8115
50,2006-02-20,26.49,32.89,21.01,-58.2813,-34.8115
51,2006-02-21,27.26,33.37,21.98,-58.2813,-34.8115
52,2006-02-22,25.22,31.12,21.01,-58.2813,-34.8115
53,2006-02-23,21.83,23.5,20.8,-58.2813,-34.8115
54,2006-02-24,17.74,20.48,15.59,-58.2813,-34.8115
55,2006-02-25,18.69,22.98,14.48,-58.2813,-34.8115
56,2006-02-26,20.96,25.27,15.97,-58.2813,-34.8115
57,2006-02-27,18.84,22.08,14.84,-58.2813,-34.8115
58,2006-02-28,19.2,24.64,13.25,-58.2813,-34.8115
59,2006-03-01,21.58,26.62,17.73,-58.2813,-34.8115
60,2006-03-02,22.26,27.37,17.25,-58.2813,-34.8115
61,2006-03-03,19.7,21.6,16.05,-58.2813,-34.8115
62,2006-03-04,17.94,22.62,14.51,-58.2813,-34.8115
63,2006-03-05,19.56,25.49,13.53,-58.2813,-34.8115
64,2006-03-06,20.69,26.18,15.19,-58.2813,-34.8115
65,2006-03-07,22.36,27.82,15.94,-58.2813,-34.8115
66,2006-03-08,22.2,27.04,17.9,-58.2813,-34.8115
67,2006-03-09,19.28,24.69,13.64,-58.2813,-34.8115
68,2006-03-10,16.26,22.49,9.72,-58.2813,-34.8115
69,2006-03-11,17.95,22.61,13.48,-58.2813,-34.8115
70,2006-03-12,20.87,26.56,16.52,-58.2813,-34.8115
71,2006-03-13,22.95,29.24,17.09,-58.2813,-34.8115
72,2006-03-14,21.23,24.71,18.8,-58.2813,-34.8115
73,2006-03-15,20.36,25.45,17.09,-58.2813,-34.8115
74,2006-03-16,20.27,24.64,15.91,-58.2813,-34.8115
75,2006-03-17,16.23,20.49,13.48,-58.2813,-34.8115
76,2006-03-18,16.48,21.87,12.57,-58.2813,-34.8115
77,2006-03-19,18.46,23.98,12.64,-58.2813,-34.8115
78,2006-03-20,19.79,25.96,15.29,-58.2813,-34.8115
79,2006-03-21,18.41,23.18,13.65,-58.2813,-34.8115
80,2006-03-22,20.91,25.66,17.34,-58.2813,-34.8115
81,2006-03-23,21.6,26.48,18.01,-58.2813,-34.8115
82,2006-03-24,20.14,26.36,13.94,-58.2813,-34.8115
83,2006-03-25,14.78,21.44,8.5,-58.2813,-34.8115
84,2006-03-26,16.88,21.7,10.94,-58.2813,-34.8115
85,2006-03-27,19.33,24.2,16.06,-58.2813,-34.8115
86,2006-03-28,14.8,20.05,10.94,-58.2813,-34.8115
87,2006-03-29,14.59,21.08,7.87,-58.2813,-34.8115
88,2006-03-30,16.94,23.34,11.24,-58.2813,-34.8115
89,2006-03-31,18.63,24.55,13.48,-58.2813,-34.8115
90,2006-04-01,19.3,25.18,14.19,-58.2813,-34.8115
91,2006-04-02,19.33,23.47,15.1,-58.2813,-34.8115
92,2006-04-03,20.29,24.29,17.14,-58.2813,-34.8115
93,2006-04-04,21.71,26.39,18.58,-58.2813,-34.8115
94,2006-04-05,19.35,24.16,15.94,-58.2813,-34.8115
95,2006-04-06,19.17,24.79,15.66,-58.2813,-34.8115
96,2006-04-07,18.8,24.41,14.48,-58.2813,-34.8115
97,2006-04-08,19.74,24.49,15.61,-58.2813,-34.8115
98,2006-04-09,20.12,25.2,15.4,-58.2813,-34.8115
99,2006-04-10,18.42,24.23,13.73,-58.2813,-34.8115
100,2006-04-11,19.37,24.48,14.02,-58.2813,-34.8115
101,2006-04-12,19.94,26.69,14.28,-58.2813,-34.8115
102,2006-04-13,20.41,26.71,15.87,-58.2813,-34.8115
103,2006-04-14,15.81,18.97,12.6,-58.2813,-34.8115
104,2006-04-15,12.42,17.21,8.7,-58.2813,-34.8115
105,2006-04-16,11.14,17.26,5.69,-58.2813,-34.8115
106,2006-04-17,12.76,18.97,7.15,-58.2813,-34.8115
107,2006-04-18,15.25,20.12,10.12,-58.2813,-34.8115
108,2006-04-19,18.2,22.87,14.35,-58.2813,-34.8115
109,2006-04-20,17.02,19.85,11.33,-58.2813,-34.8115
110,2006-04-21,12.0,19.1,6.78,-58.2813,-34.8115
111,2006-04-22,13.44,21.66,6.32,-58.2813,-34.8115
112,2006-04-23,13.44,20.2,6.44,-58.2813,-34.8115
113,2006-04-24,17.06,24.92,9.78,-58.2813,-34.8115
114,2006-04-25,17.21,23.16,11.81,-58.2813,-34.8115
115,2006-04-26,14.0,19.73,8.81,-58.2813,-34.8115
116,2006-04-27,16.92,24.89,10.71,-58.2813,-34.8115
117,2006-04-28,17.73,23.69,12.46,-58.2813,-34.8115
118,2006-04-29,15.76,20.85,8.4,-58.2813,-34.8115
119,2006-04-30,10.69,16.2,5.8,-58.2813,-34.8115
120,2006-05-01,11.64,17.12,7.83,-58.2813,-34.8115
121,2006-05-02,12.12,18.25,7.74,-58.2813,-34.8115
122,2006-05-03,12.51,18.88,7.92,-58.2813,-34.8115
123,2006-05-04,13.68,18.76,10.05,-58.2813,-34.8115
124,2006-05-05,14.58,18.76,11.3,-58.2813,-34.8115
125,2006-05-06,13.8,17.15,10.63,-58.2813,-34.8115
126,2006-05-07,14.3,17.15,12.37,-58.2813,-34.8115
127,2006-05-08,14.98,19.62,11.93,-58.2813,-34.8115
128,2006-05-09,14.07,19.93,9.91,-58.2813,-34.8115
129,2006-05-10,14.36,20.06,9.67,-58.2813,-34.8115
130,2006-05-11,13.8,19.51,8.4,-58.2813,-34.8115
131,2006-05-12,11.85,17.36,8.07,-58.2813,-34.8115
132,2006-05-13,13.39,19.63,8.92,-58.2813,-34.8115
133,2006-05-14,13.38,19.73,8.38,-58.2813,-34.8115
134,2006-05-15,14.06,20.18,9.26,-58.2813,-34.8115
135,2006-05-16,15.8,22.73,11.0,-58.2813,-34.8115
136,2006-05-17,13.37,18.87,9.3,-58.2813,-34.8115
137,2006-05-18,12.17,16.01,6.89,-58.2813,-34.8115
138,2006-05-19,7.43,12.78,3.65,-58.2813,-34.8115
139,2006-05-20,7.03,13.75,1.38,-58.2813,-34.8115
140,2006-05-21,7.07,14.58,1.12,-58.2813,-34.8115
141,2006-05-22,7.23,14.83,0.84,-58.2813,-34.8115
142,2006-05-23,8.65,13.87,4.44,-58.2813,-34.8115
143,2006-05-24,11.17,15.29,6.87,-58.2813,-34.8115
144,2006-05-25,13.37,17.57,10.09,-58.2813,-34.8115
145,2006-05-26,16.01,20.93,11.9,-58.2813,-34.8115
146,2006-05-27,14.29,19.74,7.18,-58.2813,-34.8115
147,2006-05-28,8.97,14.84,5.27,-58.2813,-34.8115
148,2006-05-29,9.95,12.87,7.0,-58.2813,-34.8115
149,2006-05-30,9.78,13.79,6.41,-58.2813,-34.8115
150,2006-05-31,9.73,15.93,5.69,-58.2813,-34.8115
151,2006-06-01,10.52,14.54,7.23,-58.2813,-34.8115
152,2006-06-02,12.88,16.41,10.44,-58.2813,-34.8115
153,2006-06-03,12.95,15.43,10.54,-58.2813,-34.8115
154,2006-06-04,9.88,16.92,4.76,-58.2813,-34.8115
155,2006-06-05,9.93,16.65,5.06,-58.2813,-34.8115
156,2006-06-06,12.27,16.36,8.23,-58.2813,-34.8115
157,2006-06-07,14.95,21.08,8.1,-58.2813,-34.8115
158,2006-06-08,18.5,20.76,13.0,-58.2813,-34.8115
159,2006-06-09,10.57,14.05,7.28,-58.2813,-34.8115
160,2006-06-10,7.29,12.48,4.03,-58.2813,-34.8115
161,2006-06-11,7.76,14.37,3.36,-58.2813,-34.8115
162,2006-06-12,10.08,14.88,5.87,-58.2813,-34.8115
163,2006-06-13,11.04,14.48,8.34,-58.2813,-34.8115
164,2006-06-14,10.8,17.02,6.74,-58.2813,-34.8115
165,2006-06-15,9.07,15.29,6.01,-58.2813,-34.8115
166,2006-06-16,7.7,12.1,4.93,-58.2813,-34.8115
167,2006-06-17,8.95,11.77,5.79,-58.2813,-34.8115
168,2006-06-18,12.35,16.07,9.15,-58.2813,-34.8115
169,2006-06-19,14.56,19.12,7.62,-58.2813,-34.8115
170,2006-06-20,10.68,17.64,5.81,-58.2813,-34.8115
171,2006-06-21,8.31,15.44,4.17,-58.2813,-34.8115
172,2006-06-22,9.67,17.58,3.58,-58.2813,-34.8115
173,2006-06-23,9.42,14.55,5.44,-58.2813,-34.8115
174,2006-06-24,11.83,13.65,9.7,-58.2813,-34.8115
175,2006-06-25,11.35,14.3,8.49,-58.2813,-34.8115
176,2006-06-26,9.38,12.57,5.62,-58.2813,-34.8115
177,2006-06-27,8.65,13.05,5.44,-58.2813,-34.8115
178,2006-06-28,9.76,13.17,7.68,-58.2813,-34.8115
179,2006-06-29,9.84,13.66,6.15,-58.2813,-34.8115
180,2006-06-30,10.9,15.6,7.88,-58.2813,-34.8115
181,2006-07-01,13.47,19.23,10.03,-58.2813,-34.8115
182,2006-07-02,13.42,18.82,8.73,-58.2813,-34.8115
183,2006-07-03,16.01,19.81,12.75,-58.2813,-34.8115
184,2006-07-04,14.9,19.25,11.47,-58.2813,-34.8115
185,2006-07-05,12.48,17.68,7.52,-58.2813,-34.8115
186,2006-07-06,17.13,21.98,12.99,-58.2813,-34.8115
187,2006-07-07,18.31,20.9,16.3,-58.2813,-34.8115
188,2006-07-08,12.05,15.62,8.87,-58.2813,-34.8115
189,2006-07-09,9.02,14.65,5.41,-58.2813,-34.8115
190,2006-07-10,10.0,15.71,5.6,-58.2813,-34.8115
191,2006-07-11,13.19,17.69,8.33,-58.2813,-34.8115
192,2006-07-12,16.39,21.46,9.51,-58.2813,-34.8115
193,2006-07-13,10.58,15.28,7.2,-58.2813,-34.8115
194,2006-07-14,7.65,12.33,4.35,-58.2813,-34.8115
195,2006-07-15,9.14,13.79,4.15,-58.2813,-34.8115
196,2006-07-16,12.62,16.73,8.6,-58.2813,-34.8115
197,2006-07-17,14.67,18.3,11.95,-58.2813,-34.8115
198,2006-07-18,15.19,20.97,10.15,-58.2813,-34.8115
199,2006-07-19,11.26,17.46,5.61,-58.2813,-34.8115
200,2006-07-20,13.13,21.28,6.58,-58.2813,-34.8115
201,2006-07-21,12.35,17.33,8.69,-58.2813,-34.8115
202,2006-07-22,13.01,20.01,7.63,-58.2813,-34.8115
203,2006-07-23,8.06,11.9,4.08,-58.2813,-34.8115
204,2006-07-24,9.97,15.62,4.6,-58.2813,-34.8115
205,2006-07-25,14.18,18.66,11.44,-58.2813,-34.8115
206,2006-07-26,14.92,18.39,12.13,-58.2813,-34.8115
207,2006-07-27,13.25,16.35,6.65,-58.2813,-34.8115
208,2006-07-28,7.83,11.98,4.8,-58.2813,-34.8115
209,2006-07-29,5.27,9.23,2.24,-58.2813,-34.8115
210,2006-07-30,4.08,9.75,1.05,-58.2813,-34.8115
211,2006-07-31,4.57,10.07,0.21,-58.2813,-34.8115
212,2006-08-01,6.51,11.83,2.19,-58.2813,-34.8115
213,2006-08-02,6.58,9.98,4.28,-58.2813,-34.8115
214,2006-08-03,7.62,12.23,3.18,-58.2813,-34.8115
215,2006-08-04,9.84,13.94,6.98,-58.2813,-34.8115
216,2006-08-05,9.62,12.69,7.48,-58.2813,-34.8115
217,2006-08-06,9.83,13.87,5.6,-58.2813,-34.8115
218,2006-08-07,12.04,17.03,7.5,-58.2813,-34.8115
219,2006-08-08,9.43,13.46,4.53,-58.2813,-34.8115
220,2006-08-09,10.94,15.34,5.65,-58.2813,-34.8115
221,2006-08-10,8.2,15.12,2.15,-58.2813,-34.8115
222,2006-08-11,11.04,17.55,7.49,-58.2813,-34.8115
223,2006-08-12,10.58,17.73,6.2,-58.2813,-34.8115
224,2006-08-13,11.45,15.79,7.66,-58.2813,-34.8115
225,2006-08-14,10.63,14.24,5.13,-58.2813,-34.8115
226,2006-08-15,7.83,13.89,2.48,-58.2813,-34.8115
227,2006-08-16,8.01,12.69,4.0,-58.2813,-34.8115
228,2006-08-17,8.92,13.14,6.3,-58.2813,-34.8115
229,2006-08-18,9.3,14.97,4.97,-58.2813,-34.8115
230,2006-08-19,10.97,18.02,5.38,-58.2813,-34.8115
231,2006-08-20,6.33,11.35,2.4,-58.2813,-34.8115
232,2006-08-21,6.26,12.77,0.8,-58.2813,-34.8115
233,2006-08-22,11.33,19.41,5.65,-58.2813,-34.8115
234,2006-08-23,14.09,23.98,6.1,-58.2813,-34.8115
235,2006-08-24,14.87,22.98,8.48,-58.2813,-34.8115
236,2006-08-25,14.9,21.09,9.49,-58.2813,-34.8115
237,2006-08-26,13.55,17.75,9.04,-58.2813,-34.8115
238,2006-08-27,9.28,14.84,5.22,-58.2813,-34.8115
239,2006-08-28,8.73,15.82,3.21,-58.2813,-34.8115
240,2006-08-29,9.94,16.55,4.29,-58.2813,-34.8115
241,2006-08-30,10.56,15.12,6.21,-58.2813,-34.8115
242,2006-08-31,13.3,20.23,7.31,-58.2813,-34.8115
243,2006-09-01,11.76,17.47,8.55,-58.2813,-34.8115
244,2006-09-02,7.45,12.94,3.3,-58.2813,-34.8115
245,2006-09-03,6.48,12.47,2.44,-58.2813,-34.8115
246,2006-09-04,6.1,11.4,1.73,-58.2813,-34.8115
247,2006-09-05,8.04,15.58,1.29,-58.2813,-34.8115
248,2006-09-06,10.55,16.05,3.82,-58.2813,-34.8115
249,2006-09-07,12.15,17.3,7.15,-58.2813,-34.8115
250,2006-09-08,14.31,21.09,9.42,-58.2813,-34.8115
251,2006-09-09,12.93,19.55,6.69,-58.2813,-34.8115
252,2006-09-10,16.22,22.62,10.65,-58.2813,-34.8115
253,2006-09-11,14.96,22.09,9.8,-58.2813,-34.8115
254,2006-09-12,12.46,20.57,6.15,-58.2813,-34.8115
255,2006-09-13,10.82,16.67,6.16,-58.2813,-34.8115
256,2006-09-14,13.19,20.92,7.02,-58.2813,-34.8115
257,2006-09-15,12.87,21.43,5.99,-58.2813,-34.8115
258,2006-09-16,14.05,21.81,6.56,-58.2813,-34.8115
259,2006-09-17,15.52,23.88,9.05,-58.2813,-34.8115
260,2006-09-18,16.66,26.15,8.05,-58.2813,-34.8115
261,2006-09-19,16.01,22.76,10.25,-58.2813,-34.8115
262,2006-09-20,15.56,22.56,9.59,-58.2813,-34.8115
263,2006-09-21,14.58,20.9,8.28,-58.2813,-34.8115
264,2006-09-22,16.29,23.3,11.62,-58.2813,-34.8115
265,2006-09-23,11.25,16.81,6.13,-58.2813,-34.8115
266,2006-09-24,10.47,16.92,3.34,-58.2813,-34.8115
267,2006-09-25,16.15,23.78,9.13,-58.2813,-34.8115
268,2006-09-26,17.79,24.48,12.42,-58.2813,-34.8115
269,2006-09-27,16.2,21.16,11.55,-58.2813,-34.8115
270,2006-09-28,11.72,18.6,6.65,-58.2813,-34.8115
271,2006-09-29,12.54,19.33,6.69,-58.2813,-34.8115
272,2006-09-30,15.21,22.13,9.03,-58.2813,-34.8115
273,2006-10-01,17.79,25.69,10.95,-58.2813,-34.8115
274,2006-10-02,17.48,23.4,13.87,-58.2813,-34.8115
275,2006-10-03,15.93,20.69,13.12,-58.2813,-34.8115
276,2006-10-04,18.47,25.37,13.87,-58.2813,-34.8115
277,2006-10-05,14.23,19.84,9.93,-58.2813,-34.8115
278,2006-10-06,15.3,20.56,8.57,-58.2813,-34.8115
279,2006-10-07,17.83,24.12,12.37,-58.2813,-34.8115
280,2006-10-08,17.28,24.23,9.55,-58.2813,-34.8115
281,2006-10-09,18.93,25.9,12.34,-58.2813,-34.8115
282,2006-10-10,17.82,24.61,13.33,-58.2813,-34.8115
283,2006-10-11,17.08,24.43,10.91,-58.2813,-34.8115
284,2006-10-12,17.58,22.78,12.21,-58.2813,-34.8115
285,2006-10-13,20.47,26.33,15.89,-58.2813,-34.8115
286,2006-10-14,19.37,23.65,11.42,-58.2813,-34.8115
287,2006-10-15,14.87,22.18,8.46,-58.2813,-34.8115
288,2006-10-16,14.91,21.94,7.74,-58.2813,-34.8115
289,2006-10-17,17.44,23.67,12.08,-58.2813,-34.8115
290,2006-10-18,16.55,22.0,12.48,-58.2813,-34.8115
291,2006-10-19,15.9,20.16,12.6,-58.2813,-34.8115
292,2006-10-20,17.72,23.76,11.94,-58.2813,-34.8115
293,2006-10-21,21.22,28.72,14.6,-58.2813,-34.8115
294,2006-10-22,22.54,30.84,14.82,-58.2813,-34.8115
295,2006-10-23,23.47,29.89,17.14,-58.2813,-34.8115
296,2006-10-24,25.1,32.36,18.0,-58.2813,-34.8115
297,2006-10-25,16.95,22.33,9.94,-58.2813,-34.8115
298,2006-10-26,14.25,20.94,7.59,-58.2813,-34.8115
299,2006-10-27,14.94,18.43,12.33,-58.2813,-34.8115
300,2006-10-28,17.83,23.37,11.48,-58.2813,-34.8115
301,2006-10-29,17.74,20.86,13.44,-58.2813,-34.8115
302,2006-10-30,16.98,23.37,10.43,-58.2813,-34.8115
303,2006-10-31,17.33,22.94,12.08,-58.2813,-34.8115
304,2006-11-01,18.62,24.21,12.51,-58.2813,-34.8115
305,2006-11-02,19.58,24.93,13.2,-58.2813,-34.8115
306,2006-11-03,16.73,22.33,11.88,-58.2813,-34.8115
307,2006-11-04,16.05,21.56,9.71,-58.2813,-34.8115
308,2006-11-05,18.63,23.16,14.19,-58.2813,-34.8115
309,2006-11-06,17.74,24.26,10.93,-58.2813,-34.8115
310,2006-11-07,13.95,20.52,7.69,-58.2813,-34.8115
311,2006-11-08,16.03,23.23,8.77,-58.2813,-34.8115
312,2006-11-09,18.7,26.26,10.4,-58.2813,-34.8115
313,2006-11-10,17.36,24.44,12.35,-58.2813,-34.8115
314,2006-11-11,17.88,24.24,11.29,-58.2813,-34.8115
315,2006-11-12,21.27,27.24,15.33,-58.2813,-34.8115
316,2006-11-13,23.67,30.19,16.73,-58.2813,-34.8115
317,2006-11-14,25.78,32.07,20.09,-58.2813,-34.8115
318,2006-11-15,21.46,27.68,15.1,-58.2813,-34.8115
319,2006-11-16,19.19,24.11,14.26,-58.2813,-34.8115
320,2006-11-17,15.25,20.73,11.05,-58.2813,-34.8115
321,2006-11-18,16.55,21.85,10.64,-58.2813,-34.8115
322,2006-11-19,18.86,24.98,12.4,-58.2813,-34.8115
323,2006-11-20,19.68,25.66,13.51,-58.2813,-34.8115
324,2006-11-21,21.97,30.01,13.76,-58.2813,-34.8115
325,2006-11-22,21.2,29.08,12.43,-58.2813,-34.8115
326,2006-11-23,23.76,32.44,16.36,-58.2813,-34.8115
327,2006-11-24,23.61,30.87,18.08,-58.2813,-34.8115
328,2006-11-25,21.24,28.58,16.57,-58.2813,-34.8115
329,2006-11-26,18.02,21.55,15.33,-58.2813,-34.8115
330,2006-11-27,15.94,20.4,13.22,-58.2813,-34.8115
331,2006-11-28,19.64,26.09,13.53,-58.2813,-34.8115
332,2006-11-29,22.07,28.83,14.46,-58.2813,-34.8115
333,2006-11-30,23.57,29.62,17.01,-58.2813,-34.8115
334,2006-12-01,24.83,30.94,17.75,-58.2813,-34.8115
335,2006-12-02,22.9,26.05,19.96,-58.2813,-34.8115
336,2006-12-03,20.41,27.91,14.09,-58.2813,-34.8115
337,2006-12-04,19.99,28.33,11.8,-58.2813,-34.8115
338,2006-12-05,21.05,28.19,15.48,-58.2813,-34.8115
339,2006-12-06,22.61,29.35,16.83,-58.2813,-34.8115
340,2006-12-07,22.33,28.37,16.85,-58.2813,-34.8115
341,2006-12-08,24.33,30.9,17.42,-58.2813,-34.8115
342,2006-12-09,24.98,32.18,17.41,-58.2813,-34.8115
343,2006-12-10,26.79,35.1,17.69,-58.2813,-34.8115
344,2006-12-11,26.2,34.16,21.22,-58.2813,-34.8115
345,2006-12-12,26.8,33.82,21.26,-58.2813,-34.8115
346,2006-12-13,25.43,31.02,21.57,-58.2813,-34.8115
347,2006-12-14,24.4,28.44,20.65,-58.2813,-34.8115
348,2006-12-15,23.6,30.28,17.84,-58.2813,-34.8115
349,2006-12-16,26.33,32.61,19.81,-58.2813,-34.8115
350,2006-12-17,21.86,25.86,16.83,-58.2813,-34.8115
351,2006-12-18,23.52,29.29,17.09,-58.2813,-34.8115
352,2006-12-19,25.51,29.58,21.51,-58.2813,-34.8115
353,2006-12-20,21.05,25.73,15.51,-58.2813,-34.8115
354,2006-12-21,22.71,28.44,17.24,-58.2813,-34.8115
355,2006-12-22,24.14,30.26,16.98,-58.2813,-34.8115
356,2006-12-23,24.64,31.44,18.73,-58.2813,-34.8115
357,2006-12-24,24.3,30.3,19.02,-58.2813,-34.8115
358,2006-12-25,22.3,27.98,17.85,-58.2813,-34.8115
359,2006-12-26,22.29,29.39,14.76,-58.2813,-34.8115
360,2006-12-27,24.59,31.76,17.9,-58.2813,-34.8115
361,2006-12-28,23.36,30.08,15.53,-58.2813,-34.8115
362,2006-12-29,27.47,33.97,22.34,-58.2813,-34.8115
363,2006-12-30,23.62,28.97,18.72,-58.2813,-34.8115
364,2006-12-31,26.56,32.36,19.95,-58.2813,-34.8115
365,2007-01-01,29.43,35.48,23.16,-58.2813,-34.8115
366,2007-01-02,25.54,30.43,21.59,-58.2813,-34.8115
367,2007-01-03,23.18,26.45,20.37,-58.2813,-34.8115
368,2007-01-04,25.05,30.88,19.04,-58.2813,-34.8115
369,2007-01-05,21.68,26.3,15.47,-58.2813,-34.8115
370,2007-01-06,20.71,27.53,12.39,-58.2813,-34.8115
371,2007-01-07,22.65,26.79,19.32,-58.2813,-34.8115
372,2007-01-08,24.2,29.62,19.17,-58.2813,-34.8115
373,2007-01-09,26.75,32.78,21.04,-58.2813,-34.8115
374,2007-01-10,26.53,30.65,23.51,-58.2813,-34.8115
375,2007-01-11,25.98,30.67,20.96,-58.2813,-34.8115
376,2007-01-12,26.09,33.87,18.78,-58.2813,-34.8115
377,2007-01-13,24.01,33.08,15.4,-58.2813,-34.8115
378,2007-01-14,19.29,25.94,12.41,-58.2813,-34.8115
379,2007-01-15,22.21,29.94,14.54,-58.2813,-34.8115
380,2007-01-16,23.65,31.01,16.04,-58.2813,-34.8115
381,2007-01-17,24.47,30.72,17.04,-58.2813,-34.8115
382,2007-01-18,24.86,33.33,18.71,-58.2813,-34.8115
383,2007-01-19,22.7,29.73,17.25,-58.2813,-34.8115
384,2007-01-20,24.11,30.69,18.9,-58.2813,-34.8115
385,2007-01-21,25.21,31.14,19.22,-58.2813,-34.8115
386,2007-01-22,24.34,30.41,18.61,-58.2813,-34.8115
387,2007-01-23,24.95,33.08,19.83,-58.2813,-34.8115
388,2007-01-24,26.65,33.9,20.53,-58.2813,-34.8115
389,2007-01-25,25.51,31.44,21.83,-58.2813,-34.8115
390,2007-01-26,24.69,28.6,21.85,-58.2813,-34.8115
391,2007-01-27,24.34,29.81,18.84,-58.2813,-34.8115
392,2007-01-28,23.87,30.44,18.2,-58.2813,-34.8115
393,2007-01-29,22.6,28.83,17.6,-58.2813,-34.8115
394,2007-01-30,23.58,30.6,16.98,-58.2813,-34.8115
395,2007-01-31,24.95,32.09,18.21,-58.2813,-34.8115
396,2007-02-01,26.82,34.68,18.72,-58.2813,-34.8115
397,2007-02-02,28.85,36.69,20.78,-58.2813,-34.8115
398,2007-02-03,29.01,36.44,21.57,-58.2813,-34.8115
399,2007-02-04,24.55,27.73,22.44,-58.2813,-34.8115
400,2007-02-05,23.55,27.4,20.04,-58.2813,-34.8115
401,2007-02-06,24.71,32.95,18.23,-58.2813,-34.8115
402,2007-02-07,23.3,31.27,14.17,-58.2813,-34.8115
403,2007-02-08,22.61,29.25,16.79,-58.2813,-34.8115
404,2007-02-09,25.05,31.3,20.08,-58.2813,-34.8115
405,2007-02-10,25.27,31.07,20.19,-58.2813,-34.8115
406,2007-02-11,22.65,27.87,18.42,-58.2813,-34.8115
407,2007-02-12,22.94,28.06,18.71,-58.2813,-34.8115
408,2007-02-13,23.98,30.27,18.33,-58.2813,-34.8115
409,2007-02-14,26.15,33.13,19.59,-58.2813,-34.8115
410,2007-02-15,26.51,31.69,21.42,-58.2813,-34.8115
411,2007-02-16,25.58,30.94,22.26,-58.2813,-34.8115
412,2007-02-17,19.29,23.69,14.12,-58.2813,-34.8115
413,2007-02-18,19.1,26.5,11.33,-58.2813,-34.8115
414,2007-02-19,21.9,27.88,15.26,-58.2813,-34.8115
415,2007-02-20,22.12,28.84,14.95,-58.2813,-34.8115
416,2007-02-21,23.75,28.88,18.78,-58.2813,-34.8115
417,2007-02-22,26.08,32.58,20.9,-58.2813,-34.8115
418,2007-02-23,24.34,31.48,19.3,-58.2813,-34.8115
419,2007-02-24,25.42,32.49,18.33,-58.2813,-34.8115
420,2007-02-25,27.1,33.14,21.08,-58.2813,-34.8115
421,2007-02-26,26.47,29.65,24.34,-58.2813,-34.8115
422,2007-02-27,22.57,25.76,16.81,-58.2813,-34.8115
