,fecha,Consumo,Cargo fijo,Cargo variable,Dias,subsidio,Total,Tipo,Precio kWh,Dia,precio_kWh,inflacion_acumulada,T_mean,T_max,T_min,longitud,latitud,precio_kWh_norm,use,precio_kWh_norm_nan,precio_kWh_norm_new
81,2006-03-23,37,4.44,3.03,58,,9.5603301,,,,0.2583873,1.024685800522593,21.6,26.48,18.01,-58.2813,-34.8115,0.2521624676249263,-1,,0.12868864945738231
82,2006-03-24,37,4.44,3.03,58,,9.5603301,,,,0.2583873,1.02508016791469,20.14,26.36,13.94,-58.2813,-34.8115,0.25206545603709674,-1,,0.12868864945738231
83,2006-03-25,37,4.44,3.03,58,,9.5603301,,,,0.2583873,1.0254746870856448,14.78,21.44,8.5,-58.2813,-34.8115,0.2519684817714279,-1,,0.12868864945738231
84,2006-03-26,37,4.44,3.03,58,,9.5603301,,,,0.2583873,1.0258693580938714,16.88,21.7,10.94,-58.2813,-34.8115,0.2518715448135614,-1,,0.12868864945738231
85,2006-03-27,37,4.44,3.03,58,,9.5603301,,,,0.2583873,1.026264180997807,19.33,24.2,16.06,-58.2813,-34.8115,0.2517746451491442,-1,,0.12868864945738231
86,2006-03-28,37,4.44,3.03,58,,9.5603301,,,,0.2583873,1.0266591558559113,14.8,20.05,10.94,-58.2813,-34.8115,0.2516777827638289,-1,,0.12868864945738231
87,2006-03-29,37,4.44,3.03,58,,9.5603301,,,,0.2583873,1.0270542827266664,14.59,21.08,7.87,-58.2813,-34.8115,0.2515809576432734,-1,,0.12868864945738231
88,2006-03-30,37,4.44,3.03,58,,9.5603301,,,,0.2583873,1.0274495616685768,16.94,23.34,11.24,-58.2813,-34.8115,0.2514841697731413,-1,,0.12868864945738231
89,2006-03-31,37,4.44,3.03,58,,9.5603301,,,,0.2583873,1.0278449927401698,18.63,24.55,13.48,-58.2813,-34.8115,0.2513874191391017,-1,,0.12868864945738231
90,2006-04-01,37,4.44,3.03,58,,9.5603301,,0.081891891891892,1.0,0.2583873,1.0282198798430318,19.3,25.18,14.19,-58.2813,-34.8115,0.2512957637421341,-1,,0.12868864945738231
91,2006-04-02,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.028594903678904,19.33,23.47,15.1,-58.2813,-34.8115,0.12378825565072576,1,0.12378825565072576,0.12378825565072576
92,2006-04-03,254,4.44,20.83,62,,32.3413041,,,,0.1273279688976378,1.0289700642976571,20.29,24.29,17.14,-58.2813,-34.8115,0.12374312267728402,1,0.12374312267728402,0.12374312267728402
